bag_id,alan,footprint_area_m2,bouwjaar,status,gebruiksdoel,class6_points,roof_p30_z_nap_m,roof_p70_z_nap_m,roof_p90_z_nap_m,roof_span_m,ground_ring_points,ground_z_nap_m,h_measured_m
0503100000001354,B,63.20,1993,Pand in gebruik,woonfunctie,2067,4.150,6.850,6.850,2.700,3142,-1.550,8.400
0503100000001356,B,47.47,1993,Pand in gebruik,woonfunctie,1121,6.850,6.850,6.850,0.000,2290,-1.550,8.400
0503100000001357,B,50.40,1993,Pand in gebruik,woonfunctie,1676,4.250,6.950,7.050,2.800,2654,-1.650,8.600
0503100000001358,B,7.96,1982,Pand in gebruik,,139,0.850,0.850,0.850,0.000,1421,-1.450,2.300
0503100000001359,B,6.19,1993,Pand in gebruik,,210,0.850,0.850,0.950,0.100,2475,-1.550,2.400
0503100000001362,B,49.85,1993,Pand in gebruik,woonfunctie,1606,4.050,4.150,4.150,0.100,2766,-1.550,5.700
0503100000001367,B,6.15,1993,Pand in gebruik,,140,0.850,0.950,0.950,0.100,1909,-1.550,2.500
0503100000001368,B,63.11,1993,Pand in gebruik,woonfunctie,1990,4.150,6.850,6.850,2.700,3349,-1.550,8.400
0503100000001369,B,42.36,1985,Pand in gebruik,woonfunctie,1462,5.450,7.150,7.950,2.500,3080,-1.650,8.800
0503100000000163,B,895.11,1981,Pand in gebruik,woonfunctie,31109,9.150,11.350,12.450,3.300,18306,-1.550,12.900
0503100000001372,B,6.10,1993,Pand in gebruik,,190,0.850,0.850,0.950,0.100,2431,-1.550,2.400
0503100000001373,B,47.37,1993,Pand in gebruik,woonfunctie,1138,6.850,6.950,6.950,0.100,2209,-1.550,8.500
0503100000000166,A,60.69,1966,Pand in gebruik,woonfunctie,1642,8.350,8.950,8.950,0.600,1455,-1.650,10.600
0503100000001374,B,50.15,1993,Pand in gebruik,woonfunctie,1666,6.850,7.050,7.250,0.400,2668,-1.550,8.600
0503100000000167,A,60.90,1965,Pand in gebruik,woonfunctie,3056,8.950,10.050,10.650,1.700,2654,-1.150,11.200
0503100000001375,B,50.58,1993,Pand in gebruik,woonfunctie,1681,4.350,6.850,6.850,2.500,2587,-1.650,8.500
0503100000001376,B,63.89,1993,Pand in gebruik,woonfunctie,1882,6.850,6.850,6.950,0.100,4657,-1.650,8.500
0503100000001377,B,7.97,1982,Pand in gebruik,,272,0.850,0.950,0.950,0.100,3032,-1.750,2.700
0503100000000168,A,1346.90,1964,Pand in gebruik,"winkelfunctie,woonfunctie",54170,26.250,34.950,35.050,8.800,17377,-0.150,35.100
0503100000001380,B,6.25,1993,Pand in gebruik,,143,0.950,0.950,0.950,0.000,1520,-1.550,2.500
0503100000001381,B,6.21,1993,Pand in gebruik,,150,0.850,0.850,0.950,0.100,1863,-1.550,2.400
0503100000001382,B,50.48,1993,Pand in gebruik,woonfunctie,1725,4.150,6.850,6.850,2.700,2714,-1.650,8.500
0503100000000169,A,1543.76,1968,Pand in gebruik,winkelfunctie,45570,3.650,3.950,4.050,0.400,16124,-0.150,4.100
0503100000001383,B,71.18,1998,Pand in gebruik,woonfunctie,1564,5.050,7.050,7.050,2.000,3715,-1.450,8.500
0503100000001384,B,71.00,1998,Pand in gebruik,woonfunctie,1484,5.050,7.050,7.050,2.000,3552,-1.450,8.500
0503100000001385,B,56.82,1998,Pand in gebruik,woonfunctie,1224,7.050,7.150,7.250,0.200,2145,-1.350,8.500
0503100000001386,B,10.01,1998,Pand in gebruik,,231,1.050,1.050,1.150,0.100,2001,-1.450,2.500
0503100000000171,B,1200.77,1966,Pand in gebruik,woonfunctie,24591,14.150,14.150,14.150,0.000,6816,-0.150,14.300
0503100000000172,B,2992.69,1964,Pand in gebruik,"gezondheidszorgfunctie,kantoorfunctie,winkelfunctie,woonfunctie",48768,5.150,14.150,16.950,11.800,21719,0.150,14.000
0503100000000173,B,1097.89,1962,Pand in gebruik,"winkelfunctie,woonfunctie",19591,9.850,10.050,10.150,0.300,12033,-0.150,10.200
0503100000000174,B,150.10,1960,Pand in gebruik,woonfunctie,4265,12.650,12.650,12.650,0.000,4389,-0.150,12.800
0503100000000188,B,955.13,1981,Pand in gebruik,"gezondheidszorgfunctie,kantoorfunctie",22529,17.950,18.050,20.250,2.300,12416,-1.550,19.600
0503100000000190,A,59.51,1966,Pand in gebruik,woonfunctie,2281,4.250,4.350,4.450,0.200,4652,-1.450,5.800
0503100000000191,A,50.59,1966,Pand in gebruik,woonfunctie,2062,4.350,4.350,4.550,0.200,3804,-1.450,5.800
0503100000000192,B,97.53,2001,Pand in gebruik,kantoorfunctie,3218,8.750,8.750,8.750,0.000,2430,-0.750,9.500
0503100000000193,A,1989.60,1965,Pand in gebruik,"overige gebruiksfunctie,woonfunctie",61015,19.550,22.350,22.450,2.900,32289,-0.450,22.800
0503100000000194,B,97.53,2001,Pand in gebruik,kantoorfunctie,3123,8.750,8.850,9.150,0.400,2584,-0.750,9.600
0503100000000195,A,682.54,1969,Pand in gebruik,onderwijsfunctie,20737,3.550,3.550,11.250,7.700,15274,-0.350,3.900
0503100000002171,B,7.78,1977,Pand in gebruik,,189,0.850,0.850,0.950,0.100,1776,-1.550,2.400
0503100000002172,B,51.91,1977,Pand in gebruik,woonfunctie,1212,5.850,6.750,6.750,0.900,1998,-1.450,8.200
0503100000002173,B,7.84,1977,Pand in gebruik,,136,0.850,0.850,0.850,0.000,1145,-1.650,2.500
0503100000002174,B,7.96,1977,Pand in gebruik,,180,0.850,0.850,0.850,0.000,1821,-1.750,2.600
0503100000002224,B,81.91,1977,Pand in gebruik,woonfunctie,1989,2.250,6.550,7.250,5.000,4206,-1.150,7.700
0503100000002225,B,118.50,1977,Pand in gebruik,woonfunctie,2905,4.750,6.850,7.650,2.900,4824,-1.250,8.100
0503100000002230,B,64.45,1977,Pand in gebruik,woonfunctie,1649,3.850,6.250,7.250,3.400,2314,-1.150,7.400
0503100000002237,B,464.41,1977,Pand in gebruik,woonfunctie,11064,7.750,9.950,10.050,2.300,7944,-1.150,11.100
0503100000002241,B,64.21,1977,Pand in gebruik,woonfunctie,1616,3.850,6.350,7.350,3.500,2521,-1.150,7.500
0503100000001909,B,7.78,1977,Pand in gebruik,,124,0.750,0.750,0.750,0.000,1196,-1.750,2.500
0503100000001911,B,66.63,1977,Pand in gebruik,woonfunctie,2340,3.950,6.550,7.250,3.300,3281,-1.350,7.900
0503100000004485,B,6345.06,1958,Pand in gebruik,industriefunctie,339319,17.150,19.150,23.750,6.600,46001,0.750,18.400
0503100000005923,B,47.02,1989,Pand in gebruik,woonfunctie,839,5.550,5.550,5.650,0.100,1563,-0.050,5.600
0503100000005924,B,5.86,1989,Pand in gebruik,,95,2.350,2.350,2.450,0.100,1188,-0.150,2.500
0503100000005925,B,5.86,1989,Pand in gebruik,,101,2.350,2.350,2.350,0.000,1212,-0.150,2.500
0503100000005926,B,6.95,1989,Pand in gebruik,,119,2.250,2.250,2.350,0.100,1373,-0.150,2.400
0503100000005930,B,49.03,1989,Pand in gebruik,woonfunctie,879,5.550,5.550,5.650,0.100,2145,-0.050,5.600
0503100000005932,B,5.86,1989,Pand in gebruik,,99,2.350,2.350,2.350,0.000,1343,-0.150,2.500
0503100000005933,B,47.05,1989,Pand in gebruik,woonfunctie,834,5.450,5.450,5.550,0.100,1473,-0.150,5.600
0503100000005937,B,5.84,1989,Pand in gebruik,,115,2.250,2.250,2.350,0.100,1136,-0.150,2.400
0503100000005938,B,5.87,1989,Pand in gebruik,,102,2.350,2.350,2.350,0.000,1235,-0.050,2.400
0503100000005944,B,49.04,1989,Pand in gebruik,woonfunctie,863,5.550,5.550,5.650,0.100,2285,-0.250,5.800
0503100000005496,B,64.71,1971,Pand in gebruik,woonfunctie,2761,4.650,6.450,7.250,2.600,4575,-1.450,7.900
0503100000005506,B,5.64,1990,Pand in gebruik,,145,0.750,0.850,0.950,0.200,2293,-1.450,2.300
0503100000005507,B,5.66,1990,Pand in gebruik,,146,0.650,0.850,0.950,0.300,2136,-1.450,2.300
0503100000005508,B,5.68,1990,Pand in gebruik,,149,0.750,0.850,0.950,0.200,2252,-1.450,2.300
0503100000005509,B,60.75,1990,Pand in gebruik,woonfunctie,1564,6.050,6.850,7.250,1.200,2536,-1.450,8.300
0503100000005510,B,6.08,1990,Pand in gebruik,,158,0.650,0.850,0.950,0.300,2440,-1.450,2.300
0503100000005511,B,60.71,1990,Pand in gebruik,woonfunctie,1549,6.050,6.850,7.250,1.200,2840,-1.450,8.300
0503100000005512,B,49.47,1990,Pand in gebruik,woonfunctie,1285,6.250,6.850,7.250,1.000,2016,-1.450,8.300
0503100000005513,B,60.76,1990,Pand in gebruik,woonfunctie,1569,6.050,6.750,7.150,1.100,2490,-1.450,8.200
0503100000005514,B,49.45,1990,Pand in gebruik,woonfunctie,1253,6.250,6.850,7.250,1.000,1974,-1.450,8.300
0503100000006023,B,5.86,1989,Pand in gebruik,,93,2.350,2.550,3.050,0.700,1125,-0.150,2.700
0503100000006483,B,5.76,1984,Pand in gebruik,,234,1.050,1.050,1.050,0.000,3694,-1.450,2.500
0503100000006484,B,64.42,1971,Pand in gebruik,woonfunctie,2723,4.650,6.450,7.250,2.600,4395,-1.450,7.900
0503100000006485,B,64.75,1971,Pand in gebruik,woonfunctie,2804,4.650,6.450,7.250,2.600,4669,-1.450,7.900
0503100000006486,B,64.91,1971,Pand in gebruik,woonfunctie,2811,4.650,6.450,7.250,2.600,4856,-1.450,7.900
0503100000006487,B,5.69,1984,Pand in gebruik,,250,1.050,1.050,1.050,0.000,3919,-1.450,2.500
0503100000006488,B,64.56,1971,Pand in gebruik,woonfunctie,2766,4.650,6.450,7.250,2.600,4539,-1.450,7.900
0503100000006489,B,5.84,1984,Pand in gebruik,,235,1.050,1.050,1.050,0.000,3296,-1.450,2.500
0503100000006490,B,52.41,1984,Pand in gebruik,woonfunctie,2183,4.150,6.050,6.550,2.400,3636,-1.450,7.500
0503100000006491,B,66.06,1971,Pand in gebruik,woonfunctie,2795,4.750,6.450,7.250,2.500,6638,-1.350,7.800
0503100000006493,B,11.91,1974,Pand in gebruik,,461,0.450,0.550,0.650,0.200,5159,-1.650,2.200
0503100000006494,B,66.46,1971,Pand in gebruik,woonfunctie,2878,4.750,6.450,7.250,2.500,6540,-1.450,7.900
0503100000005072,B,8.92,1977,Pand in gebruik,,228,0.950,1.050,1.150,0.200,2227,-1.350,2.400
0503100000006062,B,71.28,1998,Pand in gebruik,woonfunctie,1477,5.050,7.150,7.150,2.100,2789,-1.450,8.600
0503100000006495,B,64.53,1971,Pand in gebruik,woonfunctie,2767,4.650,6.450,7.250,2.600,4504,-1.550,8.000
0503100000006064,B,56.79,1998,Pand in gebruik,woonfunctie,1216,6.950,7.050,7.050,0.100,2080,-1.450,8.500
0503100000006496,B,64.70,1971,Pand in gebruik,woonfunctie,2739,4.650,6.350,7.150,2.500,4234,-1.450,7.800
0503100000006065,B,8.86,1998,Pand in gebruik,,190,1.050,1.050,1.150,0.100,1390,-1.450,2.500
0503100000006066,B,9.78,1998,Pand in gebruik,,216,1.050,1.050,1.150,0.100,1488,-1.450,2.500
0503100000006498,B,64.74,1971,Pand in gebruik,woonfunctie,2746,4.750,6.450,7.350,2.600,3991,-1.450,7.900
0503100000005074,B,1650.41,1998,Pand in gebruik,industriefunctie,54933,5.450,8.850,9.050,3.600,20471,0.350,8.500
0503100000006499,B,64.55,1971,Pand in gebruik,woonfunctie,2718,4.750,6.550,7.350,2.600,4153,-1.450,8.000
0503100000005075,B,1414.44,1998,Pand in gebruik,industriefunctie,47677,8.750,9.150,9.350,0.600,17918,0.350,8.800
0503100000006500,B,64.88,1971,Pand in gebruik,woonfunctie,1713,4.850,6.650,7.250,2.400,2676,-1.350,8.000
0503100000006069,B,54.27,1998,Pand in gebruik,woonfunctie,1192,6.950,7.050,7.050,0.100,2079,-1.350,8.400
0503100000006501,B,66.22,1971,Pand in gebruik,woonfunctie,1696,4.750,6.450,7.350,2.600,4170,-1.550,8.000
0503100000006502,B,64.61,1971,Pand in gebruik,woonfunctie,2559,4.750,6.450,7.250,2.500,3489,-1.450,7.900
0503100000006503,B,64.98,1971,Pand in gebruik,woonfunctie,2803,4.750,6.450,7.350,2.600,4316,-1.350,7.800
0503100000006072,B,70.85,1998,Pand in gebruik,woonfunctie,1484,5.050,7.150,7.250,2.200,3771,-1.450,8.600
0503100000006504,B,64.95,1971,Pand in gebruik,woonfunctie,1647,4.750,6.450,7.350,2.600,2830,-1.450,7.900
0503100000006073,B,56.79,1998,Pand in gebruik,woonfunctie,1196,6.950,7.050,7.050,0.100,1761,-1.450,8.500
0503100000006505,B,64.74,1971,Pand in gebruik,woonfunctie,1660,4.750,6.450,7.350,2.600,2449,-1.350,7.800
0503100000006074,B,13.13,1998,Pand in gebruik,,281,1.250,1.350,2.850,1.600,2573,-0.850,2.200
0503100000006506,B,64.86,1971,Pand in gebruik,woonfunctie,2228,4.850,6.350,7.350,2.500,3910,-1.350,7.700
0503100000006507,B,65.19,1971,Pand in gebruik,woonfunctie,2726,4.750,6.450,7.350,2.600,4355,-1.350,7.800
0503100000006508,B,49.43,1990,Pand in gebruik,woonfunctie,1281,6.250,6.850,7.150,0.900,2194,-1.550,8.400
0503100000006077,B,52.47,1998,Pand in gebruik,woonfunctie,1146,6.950,6.950,7.050,0.100,1834,-1.350,8.300
0503100000006509,B,49.43,1990,Pand in gebruik,woonfunctie,1265,6.250,6.850,7.250,1.000,2258,-1.550,8.400
0503100000006510,B,51.95,1990,Pand in gebruik,woonfunctie,1341,6.250,6.950,7.250,1.000,3172,-1.550,8.500
0503100000006078,B,52.46,1998,Pand in gebruik,woonfunctie,1142,6.950,6.950,7.050,0.100,1904,-1.350,8.300
0503100000005593,B,5.61,1990,Pand in gebruik,,142,0.950,0.950,0.950,0.000,2330,-1.450,2.400
0503100000005594,B,5.63,1990,Pand in gebruik,,137,0.650,0.750,0.850,0.200,2372,-1.450,2.200
0503100000005596,B,49.45,1990,Pand in gebruik,woonfunctie,1247,6.250,6.850,7.250,1.000,2169,-1.450,8.300
0503100000005597,B,60.65,1990,Pand in gebruik,woonfunctie,1504,6.050,6.850,7.150,1.100,2975,-1.450,8.300
0503100000005598,B,6.07,1990,Pand in gebruik,,125,0.650,0.850,0.850,0.200,2254,-1.450,2.300
0503100000005601,B,49.46,1990,Pand in gebruik,woonfunctie,1256,6.250,6.850,7.250,1.000,2308,-1.450,8.300
0503100000006523,B,55.35,1992,Pand in gebruik,overige gebruiksfunctie,1849,3.550,3.550,3.550,0.000,6341,-0.450,4.000
0503100000005603,B,49.46,1990,Pand in gebruik,woonfunctie,1275,6.250,6.850,7.150,0.900,2322,-1.450,8.300
0503100000006526,B,10.26,1985,Pand in gebruik,,339,2.050,2.150,2.150,0.100,3235,-0.150,2.300
0503100000005604,B,7.06,1990,Pand in gebruik,,295,1.350,1.350,1.450,0.100,4558,-1.150,2.500
0503100000006527,B,48.54,1985,Pand in gebruik,woonfunctie,1602,5.650,8.250,8.250,2.600,2300,-0.150,8.400
0503100000005605,B,53.32,1990,Pand in gebruik,woonfunctie,3647,4.450,4.450,4.450,0.000,5630,-1.250,5.700
0503100000006528,B,48.32,1985,Pand in gebruik,woonfunctie,1546,5.750,8.250,8.250,2.500,1764,-0.150,8.400
0503100000005606,B,53.33,1990,Pand in gebruik,woonfunctie,3637,4.450,4.450,4.450,0.000,5491,-1.250,5.700
0503100000006529,B,10.46,1985,Pand in gebruik,,333,2.050,2.150,2.150,0.100,2697,-0.250,2.400
0503100000005607,B,53.37,1990,Pand in gebruik,woonfunctie,3696,4.450,4.450,4.450,0.000,5497,-1.250,5.700
0503100000005608,B,53.36,1990,Pand in gebruik,woonfunctie,3711,4.450,4.450,4.450,0.000,5548,-1.250,5.700
0503100000005609,B,6.81,1990,Pand in gebruik,,346,1.350,1.350,1.450,0.100,4659,-1.150,2.500
0503100000006530,B,64.50,1985,Pand in gebruik,woonfunctie,2001,4.150,8.250,8.350,4.200,2724,-0.150,8.400
0503100000005610,B,55.35,1990,Pand in gebruik,woonfunctie,3481,4.450,6.850,7.350,2.900,8194,-1.250,8.100
0503100000006531,B,10.28,1985,Pand in gebruik,,338,2.150,2.150,2.150,0.000,2965,-0.250,2.400
0503100000005611,B,6.97,1990,Pand in gebruik,,351,1.350,1.450,1.450,0.100,3703,-1.050,2.500
0503100000006532,B,10.39,1985,Pand in gebruik,,340,2.150,2.150,2.150,0.000,3106,-0.250,2.400
0503100000005612,B,6.96,1990,Pand in gebruik,,353,1.350,1.450,1.450,0.100,4352,-1.150,2.600
0503100000006533,B,10.39,1985,Pand in gebruik,,342,2.150,2.150,2.150,0.000,3282,-0.250,2.400
0503100000005613,B,7.08,1990,Pand in gebruik,,267,1.350,1.350,1.450,0.100,3639,-1.050,2.400
0503100000005614,B,6.89,1990,Pand in gebruik,,336,1.350,1.350,1.450,0.100,4288,-1.050,2.400
0503100000006534,B,58.87,1985,Pand in gebruik,woonfunctie,1858,5.050,8.250,8.450,3.400,2805,-0.150,8.400
0503100000005615,B,66.32,1990,Pand in gebruik,woonfunctie,2552,4.550,4.550,4.650,0.100,5974,-1.050,5.600
0503100000006535,B,14.68,1985,Pand in gebruik,,508,2.050,2.150,2.150,0.100,4381,-0.350,2.500
0503100000005616,B,6.61,1990,Pand in gebruik,,399,1.350,1.350,1.450,0.100,4611,-1.150,2.500
0503100000006536,B,48.47,1985,Pand in gebruik,woonfunctie,1594,5.650,8.250,8.250,2.600,2210,-0.150,8.400
0503100000005617,B,53.36,1990,Pand in gebruik,woonfunctie,1978,6.450,7.250,7.350,0.900,3347,-0.950,8.200
0503100000006537,B,49.19,1985,Pand in gebruik,woonfunctie,1604,5.750,8.250,8.450,2.700,2364,-0.150,8.400
0503100000005618,B,55.16,1990,Pand in gebruik,woonfunctie,1858,4.550,7.050,7.450,2.900,4731,-0.950,8.000
0503100000006538,B,10.26,1985,Pand in gebruik,,324,2.150,2.150,2.150,0.000,3159,-0.250,2.400
0503100000005619,B,6.75,1990,Pand in gebruik,,295,1.350,1.350,1.450,0.100,3714,-1.050,2.400
0503100000006539,B,10.24,1985,Pand in gebruik,,326,2.050,2.150,2.150,0.100,3210,-0.150,2.300
0503100000005620,B,53.45,1990,Pand in gebruik,woonfunctie,1853,4.550,4.550,4.650,0.100,3481,-0.950,5.500
0503100000005621,B,53.61,1990,Pand in gebruik,woonfunctie,1824,4.550,4.550,4.550,0.000,3559,-0.950,5.500
0503100000005622,B,6.62,1990,Pand in gebruik,,277,1.350,1.350,1.450,0.100,4113,-1.050,2.400
0503100000005623,B,53.38,1990,Pand in gebruik,woonfunctie,1768,4.550,4.650,4.750,0.200,3673,-0.950,5.600
0503100000005624,B,6.81,1990,Pand in gebruik,,321,1.350,1.450,1.450,0.100,3697,-1.050,2.500
0503100000005625,B,48.03,1985,Pand in gebruik,woonfunctie,1618,5.450,5.550,5.550,0.100,3162,-0.150,5.700
0503100000004383,B,64.19,1977,Pand in gebruik,woonfunctie,1632,3.750,6.250,7.350,3.600,2289,-1.150,7.400
0503100000004384,B,1911.83,1999,Pand in gebruik,kantoorfunctie,48353,14.850,18.550,20.150,5.300,19305,-1.550,20.100
0503100000004385,B,506.87,1996,Pand in gebruik,kantoorfunctie,19229,13.250,13.450,16.950,3.700,10774,-1.550,15.000
0503100000004386,B,891.80,1984,Pand in gebruik,kantoorfunctie,29226,8.350,11.450,11.550,3.200,19637,-1.650,13.100
0503100000004387,A,9.28,1966,Pand in gebruik,,238,0.450,0.550,0.550,0.100,2002,-1.650,2.200
0503100000004388,B,97.49,2001,Pand in gebruik,industriefunctie,3167,4.750,4.850,4.850,0.100,1953,-0.750,5.600
0503100000004389,B,484.49,1982,Pand in gebruik,woonfunctie,7113,8.950,10.750,11.650,2.700,6395,0.050,10.700
0503100000004391,B,64.17,2005,Pand in gebruik,woonfunctie,938,8.850,9.050,9.050,0.200,1401,0.450,8.600
0503100000004392,B,61.47,2005,Pand in gebruik,woonfunctie,918,8.850,9.050,9.050,0.200,1204,0.450,8.600
0503100000004393,B,61.39,2005,Pand in gebruik,woonfunctie,921,8.850,8.950,9.050,0.200,1177,0.450,8.500
0503100000004394,B,7.61,2005,Pand in gebruik,,111,2.650,2.650,2.750,0.100,1227,0.350,2.300
0503100000006592,B,5.85,1990,Pand in gebruik,,86,0.450,0.650,0.650,0.200,2420,-1.750,2.400
0503100000006593,B,62.05,1990,Pand in gebruik,woonfunctie,1484,6.050,6.750,7.150,1.100,2173,-1.550,8.300
0503100000006594,B,60.69,1990,Pand in gebruik,woonfunctie,1518,6.050,6.750,7.150,1.100,2782,-1.550,8.300
0503100000006595,B,5.72,1990,Pand in gebruik,,81,0.450,0.650,0.650,0.200,2267,-1.750,2.400
0503100000006596,B,62.44,1990,Pand in gebruik,woonfunctie,1399,6.150,6.850,7.150,1.000,2926,-1.450,8.300
0503100000006162,B,52.47,1998,Pand in gebruik,woonfunctie,1181,7.050,7.050,7.250,0.200,1880,-1.350,8.400
0503100000006597,B,49.44,1990,Pand in gebruik,woonfunctie,1250,6.250,6.850,7.150,0.900,2460,-1.550,8.400
0503100000006166,B,8.91,1998,Pand in gebruik,,207,1.050,1.050,1.150,0.100,1947,-1.550,2.600
0503100000006167,B,13.12,1998,Pand in gebruik,,263,1.350,1.650,2.850,1.500,2517,-0.850,2.500
0503100000006598,B,50.95,1990,Pand in gebruik,woonfunctie,1265,6.250,6.850,7.150,0.900,1460,-1.650,8.500
0503100000006168,B,52.47,1998,Pand in gebruik,woonfunctie,1109,6.950,7.050,7.050,0.100,1939,-1.350,8.400
0503100000006170,B,54.63,1998,Pand in gebruik,woonfunctie,1144,7.050,7.150,7.250,0.200,1945,-1.350,8.500
0503100000006171,B,9.88,1998,Pand in gebruik,,233,1.050,1.050,1.150,0.100,2424,-1.550,2.600
0503100000006172,B,8.77,1998,Pand in gebruik,,208,1.050,1.050,1.150,0.100,2142,-1.550,2.600
0503100000006174,B,56.78,1998,Pand in gebruik,woonfunctie,1205,6.950,7.050,7.050,0.100,1883,-1.450,8.500
0503100000006175,B,13.12,1998,Pand in gebruik,,248,1.350,1.350,2.950,1.600,2579,-0.950,2.300
0503100000006599,B,63.53,1990,Pand in gebruik,woonfunctie,1482,6.050,6.750,7.150,1.100,2043,-1.650,8.400
0503100000006178,B,61.76,1969,Pand in gebruik,woonfunctie,1453,4.650,6.550,7.250,2.600,2042,-1.550,8.100
0503100000006179,B,50.78,1969,Pand in gebruik,woonfunctie,1193,6.950,7.350,7.650,0.700,1441,-1.350,8.700
0503100000006601,B,62.01,1990,Pand in gebruik,woonfunctie,1475,6.050,6.850,7.150,1.100,2462,-1.550,8.400
0503100000006180,B,7.49,1969,Pand in gebruik,,166,0.950,0.950,1.050,0.100,1586,-1.550,2.500
0503100000006602,B,49.43,1990,Pand in gebruik,woonfunctie,1265,6.250,6.850,7.150,0.900,2292,-1.550,8.400
0503100000006184,B,8.82,1969,Pand in gebruik,,197,0.850,0.850,0.950,0.100,1460,-1.650,2.500
0503100000006185,B,7.34,1969,Pand in gebruik,,166,0.950,0.950,0.950,0.000,1790,-1.550,2.500
0503100000006605,B,5.87,1990,Pand in gebruik,,145,0.450,0.550,0.650,0.200,1889,-1.750,2.300
0503100000006186,B,67.08,1969,Pand in gebruik,woonfunctie,1514,2.650,7.350,7.650,5.000,2871,-1.450,8.800
0503100000006606,B,49.49,1990,Pand in gebruik,woonfunctie,1253,6.250,6.850,7.150,0.900,1780,-1.550,8.400
0503100000006188,B,7.46,1969,Pand in gebruik,,164,0.950,0.950,0.950,0.000,1563,-1.550,2.500
0503100000006607,B,61.96,1990,Pand in gebruik,woonfunctie,1465,6.050,6.850,7.150,1.100,2760,-1.550,8.400
0503100000006608,B,49.47,1990,Pand in gebruik,woonfunctie,1241,6.250,6.850,7.150,0.900,1598,-1.650,8.500
0503100000006191,B,50.93,1969,Pand in gebruik,woonfunctie,1206,6.850,7.350,7.650,0.800,1561,-1.350,8.700
0503100000006613,B,5.53,1990,Pand in gebruik,,136,0.550,0.750,0.850,0.300,2302,-1.550,2.300
0503100000006614,B,6.14,1990,Pand in gebruik,,163,0.550,0.750,0.850,0.300,2273,-1.550,2.300
0503100000006615,B,5.52,1990,Pand in gebruik,,77,0.550,0.750,0.750,0.200,2333,-1.550,2.300
0503100000006616,B,6.18,1990,Pand in gebruik,,120,0.550,0.650,0.750,0.200,2445,-1.550,2.200
0503100000005701,B,48.17,1985,Pand in gebruik,woonfunctie,1616,5.450,5.550,5.550,0.100,2911,-0.150,5.700
0503100000005702,B,5.26,1985,Pand in gebruik,,142,2.250,2.350,2.350,0.100,2030,-0.150,2.500
0503100000006619,B,659.13,1994,Pand in gebruik,bijeenkomstfunctie,31262,6.650,9.650,10.250,3.600,14707,-0.350,10.000
0503100000005703,B,48.79,1985,Pand in gebruik,woonfunctie,1638,5.350,7.350,8.350,3.000,2795,-0.150,7.500
0503100000006620,B,401.81,1987,Pand in gebruik,bijeenkomstfunctie,7079,3.650,3.650,3.650,0.000,7310,-0.150,3.800
0503100000005704,B,47.82,1985,Pand in gebruik,woonfunctie,1623,5.350,5.550,5.550,0.200,3260,-0.150,5.700
0503100000006621,B,10.32,1985,Pand in gebruik,,339,2.050,2.150,2.150,0.100,2919,-0.250,2.400
0503100000005705,B,48.04,1985,Pand in gebruik,woonfunctie,1624,5.350,7.350,8.350,3.000,3991,-0.250,7.600
0503100000006622,B,10.22,1985,Pand in gebruik,,344,2.050,2.150,2.150,0.100,2554,-0.250,2.400
0503100000005706,B,48.47,1985,Pand in gebruik,woonfunctie,1623,5.450,5.550,5.550,0.100,2401,-0.150,5.700
